SystemID,Send Date,Content Name,Testing,Source,Card ID,Tier,Status,EDM_Sent,EDM_Bounce,EDM_Open,EDM_Click,APP_Open
JH-0001598356,2021-10-14T23:20:12.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WB0869130,DYNA,,0,0,0,0,0
JH-0001830867,2021-11-17T06:16:34.000Z,[TRN]旅遊小叮嚀APP_ZH - 20210928 - GA test only,,APP,SE0000000,PARA,Success,0,0,0,0,0
JH-0001830868,2021-11-17T06:16:34.000Z,[TRN]旅遊小叮嚀APP_ZH - 20210928 - GA test only,,APP,CA0000000,GOLD,,0,0,0,0,0
JH-0001830900,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WF0173992,GOLD,Sent,1,0,0,0,0
JH-0001830901,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,CT4414410,GOLD,Bounce,0,1,0,0,0
JH-0001830902,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WA1884418,DYNA,Click,1,0,1,1,0
JH-0001830903,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB9099371,DYNA,Click,1,0,1,1,0
JH-0001830904,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB4889733,EMER,Sent,1,0,0,0,0
JH-0001830905,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WD5320056,DYNA,Click,1,0,1,1,0
JH-0001830906,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB9246510,DYNA,Open,1,0,1,0,0
JH-0001830907,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,CT0015107,GOLD,Open,1,0,1,0,0
JH-0001830824,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,SG0000000,PARA,,0,0,0,0,0
JH-0001830825,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,AJ0000000,GOLD,,0,0,0,0,0
JH-0001830826,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,FZ0000000,EMER,,0,0,0,0,0
JH-0001830827,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,CT0000000,EMER,,0,0,0,0,0
JH-0001830828,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,AT0000000,GOLD,,0,0,0,0,0
JH-0001830829,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,AY0000000,GOLD,,0,0,0,0,0
JH-0001830830,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,NK0000000,PARA,,0,0,0,0,0
JH-0001830831,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,CM0000000,EMER,,0,0,0,0,0
JH-0001830832,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,AA0000000,DYNA,,0,0,0,0,0
JH-0001830833,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,AN0000000,DYNA,,0,0,0,0,0
JH-0001830834,2021-11-17T02:53:38.000Z,[TRN] Travel Reminder-GA test-20211018-rvsd2,,EDM,NN0000000,PARA,,0,0,0,0,0
JH-0001830908,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB9871154,EMER,Open,1,0,1,0,0
JH-0001830909,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WF1411121,DYNA,Sent,1,0,0,0,0
JH-0001830910,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,CT4060710,EMER,Sent,1,0,0,0,0
JH-0001830911,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB1935213,DYNA,Open,1,0,1,0,0
JH-0001830912,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WE1682357,GOLD,Click,1,0,1,1,0
JH-0001830913,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,CT0358277,EMER,Open,1,0,1,0,0
JH-0001830914,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WE0957060,DYNA,Click,1,0,1,1,0
JH-0001830915,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WA2254500,DYNA,Open,1,0,1,0,0
JH-0001830916,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,CT3312540,EMER,Sent,1,0,0,0,0
JH-0001830917,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB3063295,EMER,Open,1,0,1,0,0
JH-0001830918,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WA0319307,DYNA,Sent,1,0,0,0,0
JH-0001830919,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB4352534,EMER,Open,1,0,1,0,0
JH-0001830920,2021-11-17T06:45:39.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WB1901610,DYNA,Open,1,0,1,0,0
JH-0001830881,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WD6528126,DYNA,Click,1,0,1,1,0
JH-0001830882,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,AS0396303,GOLD,Open,1,0,1,0,0
JH-0001830883,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,AL0176117,EMER,Sent,1,0,0,0,0
JH-0001830884,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,AL0272698,EMER,Open,1,0,1,0,0
JH-0001830885,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,CK1033020,EMER,Sent,1,0,0,0,0
JH-0001830886,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,CK3786085,DYNA,Open,1,0,1,0,0
JH-0001830887,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,AS0015412,EMER,Open,1,0,1,0,0
JH-0001830888,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WE5222845,GOLD,Click,1,0,1,1,0
JH-0001830889,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WD7975607,DYNA,Sent,1,0,0,0,0
JH-0001830890,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WF3086100,GOLD,Sent,1,0,0,0,0
JH-0001830891,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,CT0068591,EMER,Open,1,0,1,0,0
JH-0001830892,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WD0159671,DYNA,Sent,1,0,0,0,0
JH-0001830893,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,CT0870142,DYNA,Open,1,0,1,0,0
JH-0001830894,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WE4288656,EMER,Sent,1,0,0,0,0
JH-0001830895,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WF3944867,DYNA,Click,1,0,1,1,0
JH-0001830896,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WB9310015,DYNA,Sent,1,0,0,0,0
JH-0001830897,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,AL0306033,DYNA,Sent,1,0,0,0,0
JH-0001830898,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WA6729322,DYNA,Click,1,0,1,1,0
JH-0001830899,2021-11-17T06:45:37.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WE1876746,DYNA,Sent,1,0,0,0,0
JH-0001830948,2021-11-17T09:40:45.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WA3638676,DYNA,Open,1,0,1,0,0
JH-0001830949,2021-11-17T09:40:45.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WA1107178,DYNA,Sent,1,0,0,0,0
JH-0001830950,2021-11-17T09:40:45.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WA5118682,EMER,Click,1,0,1,1,0
JH-0001830951,2021-11-17T09:40:45.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WE6584433,EMER,Click,1,0,1,1,0
JH-0001830952,2021-11-17T09:40:45.000Z,[TRN]TravelReminder_EN - 20211026,,EDM,WF3612273,DYNA,Click,1,0,1,1,0
JH-0001829399,2021-11-04T03:25:38.000Z,[TRN]TravelReminder_ZH - 20211026,,EDM,WA4471086,DYNA,Open,1,0,1,0,0
